quantifier,dataset,abs_error,run_time
(KNN)Top-1,1043_ada_agnostic,0.046385970016641034,0.04855850949941664
(KNN)Top-1,1460_banana,0.09357660855263926,0.0460203704998275
(KNN)Top-1,1462_banknote-authentication,0.006117017965226557,0.04390262250031806
(KNN)Top-1,1466_cardiotocography,0.0014598547678855431,0.04415655699944177
(KNN)Top-1,1475_first-order-theorem-proving,0.06698453608477595,0.04656254050016281
(KNN)Top-1,1479_hill-valley,0.04749999999999996,0.000267920500555143
(KNN)Top-1,1485_madelon,0.25497128514763984,0.007249456999343191
(KNN)Top-1,1489_phoneme,0.05183794208774551,0.04509004400024419
(KNN)Top-1,1494_qsar-biodeg,0.0381969533080253,0.043547851999974185
(KNN)Top-1,1496_ringnorm,0.04754362079678276,0.045523545999531005
(KNN)Top-1,1497_wall-robot-navigation,0.05199290788778515,0.045862847999887844
(KNN)Top-1,1504_steel-plates-fault,0.0010691832961946639,0.04393575400019468
(KNN)Top-1,1507_twonorm,0.007349999999999987,0.2042001554996386
(KNN)Top-1,1526_wall-robot-navigation,0.058029013421359146,0.04548975950092422
(KNN)Top-1,1535_volcanoes-b5,0.03777936507936505,0.0002519034999567765
(KNN)Top-1,1538_volcanoes-d1,0.05234999999999998,0.46348251349998465
(KNN)Top-1,1539_volcanoes-d2,0.08299999999999998,0.48610048650058163
(KNN)Top-1,1540_volcanoes-d3,0.05563980483145341,0.04511238849991055
(KNN)Top-1,1541_volcanoes-d4,0.07689999999999998,0.4528979375005292
(KNN)Top-1,1566_hill-valley,0.14234999999999995,0.19964443250042674
(KNN)Top-1,182_satimage,0.010300213785334814,0.00010235749934504465
(KNN)Top-1,23_cmc,0.08353668610200683,0.04406454250012753
(KNN)Top-1,28_optdigits,0.012349999999999979,0.29595703800012413
(KNN)Top-1,294_satellite_image,0.009471522496027777,0.04500779499940104
(KNN)Top-1,2dplanes,0.029998479445894146,0.05043327349994793
(KNN)Top-1,30_page-blocks,0.05764999999999997,0.29159752700041275
(KNN)Top-1,312_scene,0.015050967552367112,0.024506111000009653
(KNN)Top-1,375_JapaneseVowels,0.01407285191441218,0.045571232999573066
(KNN)Top-1,40474_thyroid-allbp,0.05140241784632973,0.0447926414996618
