quantifier,dataset,abs_error,run_time
(KNN)Top-1,1043_ada_agnostic,0.045169338288222595,0.047435996998683505
(KNN)Top-1,1460_banana,0.09388359053618167,0.04709234449997889
(KNN)Top-1,1462_banknote-authentication,0.006330088106043265,0.04619217999759708
(KNN)Top-1,1466_cardiotocography,0.001464709466926875,0.04631165499988124
(KNN)Top-1,1475_first-order-theorem-proving,0.06615853547244482,0.048033696499187456
(KNN)Top-1,1479_hill-valley,0.04749999999999996,0.00023231500046672502
(KNN)Top-1,1485_madelon,0.25497128514763984,0.007243898997839956
(KNN)Top-1,1489_phoneme,0.05168340756584526,0.04813427850007424
(KNN)Top-1,1494_qsar-biodeg,0.03794361866080431,0.045683694499166407
(KNN)Top-1,1496_ringnorm,0.047357883351352624,0.04824863499947237
(KNN)Top-1,1497_wall-robot-navigation,0.05214079916123456,0.047766902000294015
(KNN)Top-1,1504_steel-plates-fault,0.0010406594585522582,0.04615376250178082
(KNN)Top-1,1507_twonorm,0.007349999999999987,0.205285256000061
(KNN)Top-1,1526_wall-robot-navigation,0.05715794722405562,0.04761786749921153
(KNN)Top-1,1535_volcanoes-b5,0.07639999999999998,0.5239844539998739
(KNN)Top-1,1538_volcanoes-d1,0.05234999999999998,0.45761729000063495
(KNN)Top-1,1539_volcanoes-d2,0.08299999999999998,0.4823900804988807
(KNN)Top-1,1540_volcanoes-d3,0.04639999999999997,0.4840701915002137
(KNN)Top-1,1541_volcanoes-d4,0.07689999999999998,0.4471183870003733
(KNN)Top-1,1566_hill-valley,0.14234999999999995,0.19883316549748994
(KNN)Top-1,182_satimage,0.010300213785334814,0.00010158750039405642
(KNN)Top-1,23_cmc,0.08267530198105508,0.04659198250214099
(KNN)Top-1,28_optdigits,0.012027561440442449,0.024705451500049044
(KNN)Top-1,294_satellite_image,0.009275952394413357,0.047371777500229605
(KNN)Top-1,2dplanes,0.03003548445497295,0.052758991000300695
(KNN)Top-1,30_page-blocks,0.06653660358554048,0.02495233700130479
(KNN)Top-1,312_scene,0.015050967552367112,0.024881742497964248
(KNN)Top-1,375_JapaneseVowels,0.013190485366280752,0.048065378500323226
(KNN)Top-1,40474_thyroid-allbp,0.05170509297643621,0.04704079650153284
(KNN)Top-1,40475_thyroid-allhyper,0.05170509297643621,0.04689709850033973
(KNN)Top-1,40733_yeast,0.07438304909414269,0.04629333500022763
(KNN)Top-1,44_spambase,0.02058271636976169,0.04711046049997089
(KNN)Top-1,4538_GesturePhaseSegmentationProcessed,0.09675352910147379,0.047956165999930765
(KNN)Top-1,60_waveform-5000,0.026831523376737137,0.04751911600018498
(KNN)Top-1,679_rmftsa_sleepdata,0.09507817442006206,0.046248827999370364
(KNN)Top-1,AedesQuinx,0.03913212351770544,0.05049714150067298
(KNN)Top-1,AedesSex,0.010391215124039697,0.04911694850074123
(KNN)Top-1,ArabicDigit,0.0063906839486627485,0.04767631600014278
(KNN)Top-1,BNG,0.008828548950145763,0.0505375339990132
(KNN)Top-1,BNG_breast-w,0.008828548950145763,0.050762704999360676
(KNN)Top-1,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.26239265373329357,0.00248855249956245
(KNN)Top-1,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.2629306345397265,0.0024990829992747824
(KNN)Top-1,HTRU,0.017793635236674935,0.04846948049904309
(KNN)Top-1,MagicTelescope,0.05136122387890138,0.04972308650132613
(KNN)Top-1,abalone,0.051758620689655116,0.0001461100009327665
(KNN)Top-1,ailerons,0.02498166138012849,0.04902389150025552
(KNN)Top-1,anuranCalls,0.015111387498956937,0.04752995800066851
(KNN)Top-1,balloon,0.028115199801599263,0.046517768499616016
(KNN)Top-1,bank8FM,0.0123840817071425,0.047706469499971677
(KNN)Top-1,churn,0.04792510158063643,0.04721816199948076
(KNN)Top-1,clean2,0.0,0.00025399900012412253
(KNN)Top-1,click-prediction,0.12813986233713112,0.05102983250224493
(KNN)Top-1,cmc,0.07570526928241933,0.024922301499027476
(KNN)Top-1,covtype_reduced,0.05327562739093375,0.04817995750010591
(KNN)Top-1,cpu_act,0.020056861706410526,0.00010679749932018
(KNN)Top-1,default_credit_card_clients,0.08212721798616557,0.05051754700063607
(KNN)Top-1,delta_ailerons,0.01913752502999275,0.04781219850017801
(KNN)Top-1,eeg,0.12848316937797888,0.049160526000778144
(KNN)Top-1,electricity-normalized,0.053962433815967666,0.05391984700094322
(KNN)Top-1,elevators,0.025002773860391694,0.04902066099981307
(KNN)Top-1,file22f0e4a679,0.008370332898479695,0.04643650050027641
(KNN)Top-1,file79b563a1a18,0.04406690090210222,0.0473287030011124
(KNN)Top-1,file7b5365fa741c,0.03500350822564747,0.04728949699929212
(KNN)Top-1,fri_c2_1000_10,0.06234474661859612,0.04635576599990596
(KNN)Top-1,fried,0.04002835820895518,0.0002592709989402945
(KNN)Top-1,gina_agnostic,0.039850076600170425,0.024683995999366694
(KNN)Top-1,houses,0.009275729641086345,0.04887766050072964
(KNN)Top-1,jm1-processed,0.0968612841951619,0.048297118000336876
(KNN)Top-1,kdd_JapaneseVowels,0.013190485366280752,0.048188427500135675
(KNN)Top-1,kin8nm,0.07294468085106379,0.0002482534988666395
(KNN)Top-1,letter-recognition,0.06803203241024225,0.049280076999420955
(KNN)Top-1,magic,0.05136122387890138,0.049700786500616184
(KNN)Top-1,mozilla,0.03844458864309552,0.04905081050121221
(KNN)Top-1,namao,0.014333736370061743,0.050905550999887
(KNN)Top-1,occupancy,0.008228577720010944,0.00012037999869785401
(KNN)Top-1,page-blocks,0.027874538176685,0.04716948000088446
(KNN)Top-1,parity5_plus_5,0.28559999999999997,8.32100078696385e-06
(KNN)Top-1,pendigits,0.005295170186125321,0.04763049250032049
(KNN)Top-1,phoneme,0.050016509769777916,0.0479643335002765
(KNN)Top-1,php50jXam,0.006330088106043265,0.046408561500138557
(KNN)Top-1,phpGUrE90,0.03239999999999998,0.19835823249988604
(KNN)Top-1,phpMD2hR6,0.030356320224673303,0.05776067900034827
(KNN)Top-1,phpV5QYya,0.018517327021509374,0.04849294799947525
(KNN)Top-1,phpWfYmlu,0.04667847275186736,0.04834847600024655
(KNN)Top-1,phphQEck0,0.015552992650711998,0.07028747599964841
(KNN)Top-1,phplE7q6h,0.12166580244799446,0.04922326549829445
(KNN)Top-1,phpmPOD5A,0.34525,1.7696483110000554
(KNN)Top-1,phpwRjVjk,0.06099999999999997,0.20383895149992892
(KNN)Top-1,phpxijhaP,0.007563948708548066,0.04798934699894739
(KNN)Top-1,pol,0.023485821119381817,0.048978424000815673
(KNN)Top-1,pollen,0.491208666025426,0.04738523049978535
(KNN)Top-1,puma32H,0.11842570645924484,0.04804432949880716
(KNN)Top-1,puma8NH,0.03691182339746399,0.048365474999736716
(KNN)Top-1,quake,0.5,0.0025354915000206763
(KNN)Top-1,space_ga,0.0437117647058823,0.000144743499404231
(KNN)Top-1,spambase,0.02058271636976169,0.04773387750057732
(KNN)Top-1,sylva_prior,0.008339349536382424,0.0001121529997907945
(KNN)Top-1,visualizing_soil,0.0038528804201156622,0.047992169000935926
(KNN)Top-1,wind,0.028122622219755394,0.048062363998760654
(KNN)Top-1,winetype,0.004237513323233804,0.04787508199995496
(KNN)Top-1+W,1043_ada_agnostic,0.045169338288222595,0.047435996998683505
(KNN)Top-1+W,1460_banana,0.09388359053618167,0.04709234449997889
(KNN)Top-1+W,1462_banknote-authentication,0.006330088106043265,0.04619217999759708
(KNN)Top-1+W,1466_cardiotocography,0.001464709466926875,0.04631165499988124
(KNN)Top-1+W,1475_first-order-theorem-proving,0.06615853547244482,0.048033696499187456
(KNN)Top-1+W,1479_hill-valley,0.04749999999999996,0.00023231500046672502
(KNN)Top-1+W,1485_madelon,0.25497128514763984,0.007243898997839956
(KNN)Top-1+W,1489_phoneme,0.05168340756584526,0.04813427850007424
(KNN)Top-1+W,1494_qsar-biodeg,0.03794361866080431,0.045683694499166407
(KNN)Top-1+W,1496_ringnorm,0.047357883351352624,0.04824863499947237
(KNN)Top-1+W,1497_wall-robot-navigation,0.05214079916123456,0.047766902000294015
(KNN)Top-1+W,1504_steel-plates-fault,0.0010406594585522582,0.04615376250178082
(KNN)Top-1+W,1507_twonorm,0.007349999999999987,0.205285256000061
(KNN)Top-1+W,1526_wall-robot-navigation,0.05715794722405562,0.04761786749921153
(KNN)Top-1+W,1535_volcanoes-b5,0.07639999999999998,0.5239844539998739
(KNN)Top-1+W,1538_volcanoes-d1,0.05234999999999998,0.45761729000063495
(KNN)Top-1+W,1539_volcanoes-d2,0.08299999999999998,0.4823900804988807
(KNN)Top-1+W,1540_volcanoes-d3,0.04639999999999997,0.4840701915002137
(KNN)Top-1+W,1541_volcanoes-d4,0.07689999999999998,0.4471183870003733
(KNN)Top-1+W,1566_hill-valley,0.14234999999999995,0.19883316549748994
(KNN)Top-1+W,182_satimage,0.010300213785334814,0.00010158750039405642
(KNN)Top-1+W,23_cmc,0.08267530198105508,0.04659198250214099
(KNN)Top-1+W,28_optdigits,0.012027561440442449,0.024705451500049044
(KNN)Top-1+W,294_satellite_image,0.009275952394413357,0.047371777500229605
(KNN)Top-1+W,2dplanes,0.03003548445497295,0.052758991000300695
(KNN)Top-1+W,30_page-blocks,0.06653660358554048,0.02495233700130479
(KNN)Top-1+W,312_scene,0.015050967552367112,0.024881742497964248
(KNN)Top-1+W,375_JapaneseVowels,0.013190485366280752,0.048065378500323226
(KNN)Top-1+W,40474_thyroid-allbp,0.05170509297643621,0.04704079650153284
(KNN)Top-1+W,40475_thyroid-allhyper,0.05170509297643621,0.04689709850033973
(KNN)Top-1+W,40733_yeast,0.07438304909414269,0.04629333500022763
(KNN)Top-1+W,44_spambase,0.02058271636976169,0.04711046049997089
(KNN)Top-1+W,4538_GesturePhaseSegmentationProcessed,0.09675352910147379,0.047956165999930765
(KNN)Top-1+W,60_waveform-5000,0.026831523376737137,0.04751911600018498
(KNN)Top-1+W,679_rmftsa_sleepdata,0.09507817442006206,0.046248827999370364
(KNN)Top-1+W,AedesQuinx,0.03913212351770544,0.05049714150067298
(KNN)Top-1+W,AedesSex,0.010391215124039697,0.04911694850074123
(KNN)Top-1+W,ArabicDigit,0.0063906839486627485,0.04767631600014278
(KNN)Top-1+W,BNG,0.008828548950145763,0.0505375339990132
(KNN)Top-1+W,BNG_breast-w,0.008828548950145763,0.050762704999360676
(KNN)Top-1+W,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.26239265373329357,0.00248855249956245
(KNN)Top-1+W,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.2629306345397265,0.0024990829992747824
